,index_party,sent
15,15,"Die notwendigen Schutzmaßnahmen umzusetzen und einen umfassenden Impfschutz voranzutreiben, ist eine gesamtstaatliche und gesamtgesellschaftliche Aufgabe."
16,16,"Die Welt ist am Beginn eines Jahrzehnts im Umbruch, deshalb können wir nicht im Stillstand verharren."
17,17,"Die Klimakrise gefährdet unsere Lebensgrundlagen und bedroht Freiheit, Wohlstand und Sicherheit."
18,18,Deutschland und Europa müssen angesichts eines verschärften globalen Wettbewerbs ihre ökonomische Stärke neu begründen.
19,19,"Im internationalen Systemwettstreit gilt es, unsere Werte entschlossen mit demokratischen Partnern zu verteidigen."
20,20,"Zugleich verändert die Digitalisierung die Art und Weise wie wir wirtschaften, arbeiten und miteinander kommunizieren."
21,21,Unsere Gesellschaft wird älter und diverser.
22,22,"Auch gilt es, gesellschaftliche Spannungen in Zeiten des schnellen Wandels zu reduzieren und das Vertrauen in unsere Demokratie zu stärken."
23,23,"Diese Herausforderungen sind immens, miteinander verwoben und in ihrer Gleichzeitigkeit anspruchsvoll."
24,24,Sie werden das Land und die Gesellschaft über lange Zeit prägen.
25,25,"Doch wenn wir diese Umbrüche gestalten, liegen auch große Chancen darin."
26,26,"Aufgabe dieser Koalition ist es, die dafür nötigen Neuerungen politisch anzuschieben und Orientierung zu geben."
27,27,"Damit wollen wir eine neue Dynamik auslösen, die in die gesamte Gesellschaft hineinwirkt."
28,28,"Was wir voranbringen wollen Deutschland wird nur auf der Höhe der Zeit agieren können, wenn wir den Staat selbst modernisieren."
29,29,Wir wollen staatliches Handeln schneller und effektiver machen und besser auf künftige Krisen vorbereiten.
30,30,Wir bringen eine umfassende Digitalisierung der Verwaltung voran.
31,31,"Es geht darum, das Leben für die Bürgerinnen und Bürger leichter zu machen."
32,32,"Wir werden die öffentliche Infrastruktur, öffentliche Räume und Netze modernisieren und dafür Planung, Genehmigung und Umsetzung deutlich beschleunigen."
33,33,Auch die Wirtschaft soll in der Verwaltung einen Verbündeten haben.
34,34,"Mehr als 30 Jahre nach der Deutsche Einheit bleibt es unsere Aufgabe, die innere Einheit sozial und wirtschaftlich zu vollenden."
35,35,"Die Lebensverhältnisse in unseren Regionen, in Städten und dem ländlichen Raum sind nicht gleich, aber sie sollten gleichwertig sein."
36,36,"Zu guten Lebensbedingungen gehören bezahlbares Wohnen, schnelles Internet, eine erreichbare Gesundheitsversorgung und alltagstaugliche, nachhaltige Mobilitätsangebote."
37,37,"Die Klimaschutzziele von Paris zu erreichen, hat für uns oberste Priorität."
38,38,"Klimaschutz sichert Freiheit, Gerechtigkeit und nachhaltigen Wohlstand."
39,39,"Es gilt, die soziale Marktwirtschaft als eine sozial- ökologische Marktwirtschaft neu zu begründen."
40,40,"Wir schaffen ein Regelwerk, das den Weg frei macht für Innovationen und Maßnahmen, um Deutschland auf den 1,5-Grad-Pfad zu bringen."
41,41,"Wir bringen neues Tempo in die Energiewende, indem wir Hürden für den Ausbau der Erneuerbaren Energien aus dem Weg räumen."
42,42,"Schritt für Schritt beenden wir das fossile Zeitalter, auch, indem wir den Kohleausstieg idealerweise auf 2030 vorziehen und die Technologie des Verbrennungsmotors hinter uns lassen."
43,43,"Unseren Wohlstand in der Globalisierung zu sichern ist nur möglich, wenn wir wirtschaftlich und technologisch weiter in der Spitzenliga spielen und die Innovationskräfte unserer Wirtschaft entfalten."
44,44,Grundlage dafür sind faire Wettbewerbsbedingungen; dazu gehört auch eine faire Besteuerung – national und international – sowie die konsequente Bekämpfung von Steuerhinterziehung.
45,45,In die Modernisierung des Landes muss umfassend investiert werden – privat wie öffentlich.
46,46,"Die öffentlichen Investitionen insbesondere in Klimaschutz, Digitalisierung, Bildung und Forschung werden wir im Rahmen der bestehenden Schuldenregel des Grundgesetzes gewährleisten, Anreize für private Investitionen setzen und Raum für unternehmerisches Wagnis schaffen, um so Wachstum zu generieren."
47,47,"5 Die nötigen Fachkräfte wollen wir durch bessere Bildungschancen, gezielte Weiterbildung, die Erhöhung der Erwerbsbeteiligung sowie durch eine Modernisierung des Einwanderungsrechts gewinnen."
48,48,Jede und jeder soll das eigene Leben frei und selbstbestimmt gestalten können.
49,49,Aber die Chancen sind nicht für alle gleich verteilt.
50,50,Deshalb müssen die Grundlagen für soziale Aufstiegschancen schon in Kita und Schule gelegt werden.
51,51,"Wir konzentrieren uns auf die Bereiche, in denen Unterstützung besonders gebraucht wird und wollen enger mit den Ländern zusammenarbeiten."
52,52,Wir wollen Familien stärken und mehr Kinder aus der Armut holen.
53,53,Dafür führen wir eine Kindergrundsicherung ein.
54,54,"Kinder haben eigene Rechte, die wir im Grundgesetz verankern werden."
55,55,"Berufsbiographien sind häufig von Brüchen geprägt, gerade in Zeiten des Wandels."
56,56,"Wir wollen Sicherheit auch im Übergang geben und dazu ermutigen, Neues zu wagen."
57,57,Leistung muss anerkannt und Arbeit gerecht bezahlt werden.
58,58,Darum werden wir den Mindestlohn auf 12 Euro anheben und uns für Entgeltgleichheit von Frauen und Männern einsetzen.
59,59,"Wir halten das Rentenniveau stabil, erweitern die gesetzliche Rentenversicherung um eine teilweise Kapitaldeckung und werden das System der privaten Altersvorsorge grundlegend reformieren."
60,60,"Wir lösen die Grundsicherung durch ein neues Bürgergeld ab, damit die Würde des Einzelnen geachtet und gesellschaftliche Teilhabe besser gefördert wird."
61,61,Die Kraft unserer Republik liegt in der freiheitlichen Vielfalt und im demokratischen und sozialen Zusammenhalt.
62,62,Sicherheit und Freiheit bedingen einander.
63,63,Die Sicherheitsbehörden und ihre Beschäftigten verdienen Respekt und Unterstützung.
64,64,Wir wollen ihre Strukturen und Zusammenarbeit effizienter machen.
65,65,Wir verteidigen unseren Rechtsstaat und sichern den Schutz unserer Bürgerinnen und Bürger.
66,66,"Unsere Maxime ist eine freie Gesellschaft, in der die Gleichstellung von Frauen und Männern verwirklicht ist sowie unterschiedliche Lebensentwürfe und Biografien ihren Platz haben."
67,67,Uns verbindet das Verständnis von Deutschland als vielfältige Einwanderungsgesellschaft.
68,68,"Um der gesellschaftlichen Wirklichkeit Rechnung zu tragen, ermöglichen wir gleichberechtigte Teilhabe und modernisieren die Rechtsnormen – vom Familienrecht bis hin zum Staatsbürgerschaftsrecht."
69,69,Jeglicher Diskriminierung wirken wir entgegen.
70,70,"6 Eine starke Demokratie lebt von den Menschen, die sie tragen."
71,71,Sie braucht eine vielfältige Kultur und freie Medien.
72,72,Ehrenamt und demokratisches Engagement stärken den gesellschaftlichen Zusammenhalt.
73,73,"Sie verlässlich zu fördern, ist unsere Aufgabe."
74,74,Die großen Herausforderungen unserer Zeit lassen sich nur in internationaler Kooperation und gemeinsam in einer starken Europäischen Union bewältigen.
75,75,Wir stehen zur globalen Verantwortung Deutschlands als einer großen Industrienation in der Welt.
76,76,"Der Einsatz für Frieden, Freiheit, Menschenrechte, Demokratie, Rechtsstaatlichkeit und Nachhaltigkeit ist für uns unverzichtbarer Teil einer erfolgreichen und glaubwürdigen Außenpolitik."
77,77,Wir bekennen uns zu unserer humanitären Schutzverantwortung und wollen die Verfahren zu Flucht und Migration ordnen.
78,78,Wir handeln dabei im europäischen Selbstverständnis und in Abstimmung mit unseren internationalen Partnern.
79,79,"Die strategische Souveränität der Europäischen Union wollen wir erhöhen, indem wir unsere Außen-, Sicherheits-, Entwicklungsund Handelspolitik wertebasiert und als Basis gemeinsamer europäischer Interessen ausrichten."
80,80,"Wie wir arbeiten wollen Deutschland ist vielfältig und die Gesellschaft ist freier und reicher an Perspektiven, aber auch komplexer und widersprüchlicher geworden."
81,81,"Gemeinsinn, Solidarität und Zusammenhalt sind neu zu bestimmen."
82,82,"Das gelingt nicht, indem man über Unterschiede hinweggeht, sondern indem die unterschiedlichen Stimmen in unserem Land gleichberechtigt Gehör finden."
83,83,In diesem Sinne spiegelt eine Koalition aus unseren drei so unterschiedlichen Parteien auch einen Teil der komplexen gesellschaftlichen Wirklichkeit wider.
84,84,"Wenn wir es schaffen, gemeinsam die Dinge voranzutreiben, kann das ein ermutigendes Signal in die Gesellschaft hinein sein: dass Zusammenhalt und Fortschritt auch bei unterschiedlichen Sichtweisen gelingen können."
85,85,"Wir wollen eine Kultur des Respekts befördern – Respekt für andere Meinungen, für Gegenargumente und Streit, für andere Lebenswelten und Einstellungen."
86,86,"Der vorliegende Koalitionsvertrag zeigt, dass wir tragfähige gemeinsame Lösungen gefunden haben."
87,87,Er bildet die Arbeitsgrundlage für unsere Koalition.
88,88,7 II.
89,89,"Moderner Staat, digitaler Aufbruch und Innovationen Deutschland muss handlungsund leistungsfähig sein, insbesondere in Krisenzeiten."
90,90,Der Staat muss vorausschauend für seine Bürgerinnen und Bürger arbeiten.
91,91,"Dazu wollen wir ihn modernisieren, so dass er Chancen ermöglicht und Sicherheit gibt."
92,92,"Ein Staat, der die Kooperation mit Wirtschaft und Zivilgesellschaft sucht, mehr Transparenz und Teilhabe in seinen Entscheidungen bietet und mit einer unkomplizierten, schnellen und digitalen Verwaltung das Leben der Menschen einfacher macht."
93,93,Für die vor uns liegenden Aufgaben braucht es Tempo beim Infrastrukturausbau.
94,94,"Die Verfahren, Entscheidungen und Umsetzungen müssen deutlich schneller werden."
95,95,"Wir werden deshalb Planungsund Genehmigungsverfahren modernisieren, entbürokratisieren und digitalisieren sowie die Personalkapazitäten verbessern."
96,96,"Indem wir Bürgerinnen und Bürger früher beteiligen, machen wir die Planungen schneller und effektiver."
97,97,Wir wollen das Potenzial der Digitalisierung in Staat und Gesellschaft besser nutzen.
98,98,Unser Ziel ist die flächendeckende Versorgung mit Glasfaser und dem neuesten Mobilfunkstandard.
99,99,Wir werden digitale Schlüsseltechnologien fördern und die Bedingungen für Start-ups am Technologiestandort verbessern.
100,100,"Wir haben Lust auf Neues und werden technologische, digitale, soziale und nachhaltige Innovationskraft befördern."
101,101,"Durch bessere Rahmenbedingungen für Hochschule, Wissenschaft und Forschung wollen wir den Wissenschaftsstandort kreativer und wettbewerbsfähiger machen."
102,102,"Wissenschaftsund Forschungsfreiheit sind der Schlüssel für kreative Ideen, die dazu beitragen, die großen Herausforderungen unserer Zeit zu bewältigen."
103,103,"Moderner Staat und Demokratie Wir wollen einen grundlegenden Wandel hin zu einem ermöglichenden, lernenden und digitalen Staat, der vorausschauend für die Bürgerinnen und Bürger arbeitet."
104,104,"Es geht darum, das Leben einfacher zu machen."
105,105,Staatliches Handeln soll schneller und effektiver werden und wirtschaftliche wie gesellschaftliche Innovationsprozesse befördern und einbinden.
106,106,"Wir wollen eine neue Kultur der Zusammenarbeit etablieren, die auch aus der Kraft der Zivilgesellschaft heraus gespeist wird."
107,107,8 Verwaltungsmodernisierung Die Verwaltung soll agiler und digitaler werden.
108,108,Sie muss auf interdisziplinäre und kreative Problemlösungen setzen.
109,109,Wir werden sie konsequent aus der Nutzungsperspektive heraus denken.
110,110,Wir wollen das Silodenken überwinden und werden feste ressortund behördenübergreifende agile Projektteams und Innovationseinheiten mit konkreten Kompetenzen ausstatten.
111,111,Wir werden proaktives Verwaltungshandeln durch antragslose und automatisierte Verfahren gesetzlich verankern.
112,112,"Von der Leitung der Ministerien und den Führungskräften im Öffentlichen Dienst erwarten wir, dass sie eine moderne Führungsund Verwaltungskultur vorantreiben und für digitale Lösungen sorgen."
113,113,Eigeninitiative und Mut der Beschäftigten müssen wertgeschätzt und belohnt werden.
114,114,Die Modernisierung des Staates gelingt nur mit einem starken Öffentlichen Dienst.
115,115,Diesen werden wir attraktiver gestalten.
116,116,"Der Staat muss bei Vielfalt, Gleichstellung und flexiblen sowie digitalen Arbeitsbedingungen Vorbild sein."
117,117,"Wir fördern und vereinfachen den Personalaustausch und die Rotation zwischen verschiedenen Behörden, zwischen Bund und Ländern sowie zwischen Verwaltung und Privatwirtschaft."
118,118,Die Einstellungsvoraussetzungen flexibilisieren wir in Richtung praktischer Berufserfahrungen und stärken das Instrument des Altersgeldes.
119,119,Die Digitalisierung wird zu einem allgemeinen und behördenübergreifenden Kernbestandteil der Ausbildung.
120,120,"Um die Integrität des Öffentlichen Dienstes sicherzustellen, werden wir dafür sorgen, dass Verfassungsfeinde schneller als bisher aus dem Dienst entfernt werden können."
121,121,Lebendige Demokratie Demokratie lebt vom Vertrauen in alle staatlichen Institutionen und Verfassungsorgane.
122,122,Wir werden daher das Parlament als Ort der Debatte und der Gesetzgebung stärken.
123,123,Wir wollen die Qualität der Gesetzgebung verbessern.
124,124,"Dazu werden wir neue Vorhaben frühzeitig und ressortübergreifend, auch in neuen Formaten, diskutieren."
125,125,Wir werden dabei die Praxis und betroffene Kreise aus der Gesellschaft und Vertreterinnen und Vertreter des Parlaments besser einbinden sowie die Erfahrungen und Erfordernisse von Ländern und Kommunen bei der konkreten Gesetzesausführung berücksichtigen.
126,126,Im Vorfeld des Gesetzgebungsverfahrens soll die Möglichkeit der digitalen Ausführung geprüft werden (Digitalcheck).
127,127,Wir werden ein Zentrum für Legistik errichten.
128,128,"9 Wir werden ein digitales Gesetzgebungsportal schaffen, über das einsehbar ist, in welcher Phase sich Vorhaben befinden."
129,129,Dort werden wir öffentliche Kommentierungsmöglichkeiten erproben.
130,130,"Gesetzentwürfen der Bundesregierung wird künftig eine Synopse beigefügt, die die aktuelle Rechtslage den geplanten Änderungen gegenüberstellt."
131,131,Wir wollen Gesetze verständlicher machen.
132,132,Die Barrierefreiheit in den Angeboten von Bundestag und Bundesregierung werden wir ausbauen.
133,133,"Wir wollen die Entscheidungsfindung verbessern, indem wir neue Formen des Bürgerdialogs wie etwa Bürgerräte nutzen, ohne das Prinzip der Repräsentation aufzugeben."
134,134,Wir werden Bürgerräte zu konkreten Fragestellungen durch den Bundestag einsetzen und organisieren.
135,135,Dabei werden wir auf gleichberechtigte Teilhabe achten.
136,136,Eine Befassung des Bundestages mit den Ergebnissen wird sichergestellt.
137,137,Das Petitionsverfahren werden wir insgesamt stärken und digitalisieren und die Möglichkeit schaffen öffentliche Petitionen in Ausschüssen und im Plenum zu beraten.
138,138,Transparenz Wir wollen durch mehr Transparenz unsere Demokratie stärken.
139,139,"Uns leiten die Prinzipien offenen Regierungshandelns – Transparenz, Partizipation und Zusammenarbeit."
140,140,"Wir werden das Lobbyregistergesetz nachschärfen, Kontakte zu Ministerien ab Referentenebene einbeziehen und den Kreis der eintragungspflichtigen Interessenvertretungen grundrechtsschonend und differenziert erweitern."
141,141,Für Gesetzentwürfe der Bundesregierung und aus dem Bundestag werden wir Einflüsse Dritter im Rahmen der Vorbereitung von Gesetzesvorhaben und bei der Erstellung von Gesetzentwürfen umfassend offenlegen (sog.
142,142,Fußabdruck).
143,143,Die Regelung findet ihre Grenzen in der Freiheit des Mandats.
144,144,Wir wollen die Nationalen Aktionspläne im Rahmen der Open-Government- Partnership (OGP) Deutschlands umsetzen und weiterentwickeln.
145,145,Wir werden den Straftatbestand der Abgeordnetenbestechung und -bestechlichkeit wirksamer ausgestalten.
146,146,Parteiensponsoring werden wir ab einer Bagatellgrenze veröffentlichungspflichtig machen.
147,147,Die Pflicht zur sofortigen Veröffentlichung von Zuwendungen an Parteien wird auf 35.000 Euro herabgesetzt.
148,148,"Spenden und Mitgliedsbeiträge, die in der Summe 7.500 Euro pro Jahr überschreiten, werden im Rechenschaftsbericht veröffentlichungspflichtig."
149,149,Wir schützen die Integrität des politischen Wettbewerbs vor einer Beeinträchtigung durch verdeckte Wahlkampffinanzierung mittels so genannter Parallelaktionen.
150,150,Die Bundestagsverwaltung wird für ihre Aufsichtsund Kontrollfunktion in den Bereichen Transparenz und Parteienfinanzierung personell und finanziell besser ausgestattet.
151,151,Wir wollen das Parteiengesetz auf den Stand der Zeit bringen und dabei insbesondere den Parteien mehr 10 digitale Beschlussfassungen und im Rahmen der verfassungsrechtlichen Grenzen digitale Wahlen ermöglichen.
152,152,Dies soll unter Einbeziehung möglichst aller demokratischen Fraktionen geschehen.
153,153,"Politische Bildung und Demokratieförderung sind mehr gefordert denn je, denn auch in Deutschland steht die pluralistische, freiheitliche Demokratie unter Druck."
154,154,"Akteurinnen und Akteure der nachhaltigen Demokratieförderung, die auf Basis von Respekt, Toleranz, Würde und Menschenrechten arbeiten, werden auch in Zukunft mit öffentlichen Mitteln gefördert."
155,155,Die Arbeit und Finanzierung der politischen Stiftungen wollen wir rechtlich besser absichern.
156,156,Dies soll aus der Mitte des Parlaments geschehen unter Einbeziehung möglichst aller demokratischen Fraktionen.
157,157,Die Informationsfreiheitsgesetze werden wir zu einem Bundestransparenzgesetz weiterentwickeln.
158,158,Föderalismus Der Föderalismus ist eine Grundsäule der Bundesrepublik.
159,159,"Um die Leistungsfähigkeit zu erhöhen, braucht es Klarheit bei den Aufgaben und der Finanzierung."
160,160,"Wir streben eine engere, zielgenauere und verbindliche Kooperation zwischen Bund, Ländern und Kommunen an."
161,161,"Dazu werden wir gemeinsam mit Kommunen und Ländern einen Föderalismusdialog zur transparenteren und effizienteren Verteilung der Aufgaben, insbesondere zu den Themen Katastrophenund Bevölkerungsschutz, Bildung und Innere Sicherheit sowie zur Nutzung der Möglichkeiten der Digitalisierung, führen."
162,162,Wir stehen zum Bonn-Berlin-Gesetz.
163,163,Hierzu wird der Bund mit der Region Bonn sowie den Ländern Nordrhein-Westfalen und Rheinland-Pfalz eine vertragliche Zusatzvereinbarung abschließen.
164,164,"Wahlrecht Wir werden innerhalb des ersten Jahres das Wahlrecht überarbeiten, um nachhaltig das Anwachsen des Bundestages zu verhindern."
165,165,Der Bundestag muss effektiv in Richtung der gesetzlichen Regelgröße verkleinert werden.
166,166,Eine Verzerrung der Sitzverteilung durch unausgeglichene Überhangmandate lehnen wir ab.
167,167,Wir werden die „Kommission zur Reform des Bundeswahlrechts und zur Modernisierung der Parlamentsarbeit“ erneut einsetzen.
168,168,Die Kommission wird sich mit dem Ziel einer paritätischen Repräsentanz von Frauen und Männern im Parlament befassen und die rechtlichen Rahmenbedingungen erörtern.
169,169,"Die Kommission wird zudem Vorschläge zur Bündelung von Wahlterminen, zur Verlängerung der Legislaturperiode auf fünf Jahre sowie zur Begrenzung der Amtszeit des Bundeskanzlers / der Bundeskanzlerin prüfen."
170,170,11 Wir werden das aktive Wahlalter für die Wahlen zum Europäischen Parlament auf 16 Jahre senken.
171,171,"Wir wollen das Grundgesetz ändern, um das aktive Wahlalter für die Wahl zum Deutschen Bundestag auf 16 Jahre zu senken."
172,172,Wir wollen die Ausübung des Wahlrechts für im Ausland lebende Deutsche erleichtern.
173,173,"Planungsund Genehmigungsbeschleunigung Um Deutschland zügig zu modernisieren, sind schnelle Verwaltungs-, Planungsund Genehmigungsverfahren zentrale Voraussetzung."
174,174,"Daher sollen im ersten Jahr der Regierung alle notwendigen Entscheidungen getroffen und durchgesetzt werden, um private wie staatliche Investitionen schnell, effizient und zielsicher umsetzen zu können."
175,175,"Unser Ziel ist es, die Verfahrensdauer mindestens zu halbieren."
176,176,"Dafür müssen Staat und Gesellschaft sowie Bund, Länder und Kommunen an einem Strang ziehen."
177,177,Wir wollen eine auf Rechtssicherheit und gegenseitigem Vertrauen fußende Planungskultur in Deutschland verwirklichen.
178,178,"Alle staatlichen Stellen sollen Verwaltungsverfahren so vereinfachen und verbessern, dass gerichtliche Auseinandersetzungen möglichst vermieden werden."
179,179,Wir werden mehr Möglichkeiten im Rahmen des Verfassungsund Unionsrechts ausnutzen.
180,180,Wir werden die personellen und technischen Kapazitäten bei Behörden und Gerichten erhöhen.
181,181,"Für eine Personalund Weiterbildungsoffensive sowie die Digitalisierung auf allen Ebenen streben wir einen verlässlichen und nachhaltigen Pakt für Planungs-, Genehmigungsund Umsetzungsbeschleunigung mit den Ländern an."
182,182,"Die Inhouse-Beratungskapazitäten der öffentlichen Hand werden zu Beschleunigungsagenturen ausgebaut, auf die auch Länder und Kommunen einfach zugreifen können."
183,183,Die Einsatzmöglichkeiten für private Projektmanagerinnen und Projektmanager werden ausgedehnt.
184,184,Für Angelegenheiten des Planungsrechts schaffen wir die Voraussetzungen für zusätzliche Senate am Bundesverwaltungsgericht.
185,185,Die Bundesregierung verstärkt ihre Kompetenz zur Unterstützung dialogischer Bürgerbeteiligungsverfahren.
186,186,Die Digitalisierung von Planungsund Genehmigungsprozessen werden wir priorisiert umsetzen.
187,187,"Wir werden Behörden mit notwendiger Technik ausstatten, IT-Schnittstellen zwischen Bund und Ländern standardisieren und das digitale Portal für Umweltdaten zu einem öffentlich nutzbaren zentralen Archiv für Kartierungsund Artendaten ausbauen."
188,188,"Bereits erhobene Daten sind, ggf."
189,189,"durch Plausibilisierungen, möglichst lange nutzbar zu machen."
190,190,"Planungsprozesse werden mit Gebäudedatenmodellierung (Building Information Modeling) effizienter, kostengünstiger und transparenter gestaltet."
191,191,Die digitalen Möglichkeiten des Planungssicherstellungsgesetzes werden wir nahtlos fortsetzen und insbesondere im Hinblick auf die Bürgerbeteiligung weiterentwickeln.
192,192,"12 Um Verwaltungsverfahren zu beschleunigen, werden wir eine frühestmögliche und intensive Öffentlichkeitsbeteiligung einführen."
193,193,Diese wird mit einer Mitwirkungspflicht für die anerkannten Naturschutzverbände und für die betroffene Öffentlichkeit kombiniert.
194,194,Wir wollen eine wirksame und unionsrechtlich zulässige Form der materiellen Präklusion einführen.
195,195,Wir werden frühzeitige Verfahrenskonferenzen in den Behörden einführen.
196,196,Wir werden möglichst frühe Stichtage für die anzuwendende Sachund Rechtslage vorsehen.
197,197,"Wir wollen klarstellen, dass wiederholte Auslegungs-, Einwendungsund Erwiderungsschleifen vermieden werden können, indem bei Planänderungen nach Bürgerbeteiligung nur noch neu Betroffene zu beteiligen und Einwendungen nur mehr gegen Planänderungen zulässig sind."
198,198,Wir werden verwaltungsinterne Fristen und Genehmigungsfiktionen bei Beteiligung weiterer Behörden ausweiten.
199,199,Bei besonders prioritären Vorhaben soll der Bund künftig nach dem Vorbild des Bundesimmissionsschutzgesetzes kurze Fristen zum Erlass des Planfeststellungsbeschlusses vorsehen.
200,200,Wir wollen große und besonders bedeutsame Infrastrukturmaßnahmen auch im Wege zulässiger und unionsrechtskonformer Legalplanung beschleunigt auf den Weg bringen und mit hoher politischer Priorität umsetzen.
201,201,"Unter solchen Infrastrukturmaßnahmen verstehen wir systemrelevante Bahnstrecken, Stromtrassen und Ingenieursbauwerke (z."
202,202,B. kritische Brücken).
203,203,"Für die Ausgestaltung werden wir uns eng mit der Europäischen Kommission abstimmen, die erforderliche Umweltprüfung durchführen und durch den Zugang zum Bundesverwaltungsgericht den Rechtsschutz und die Effektivität des Umweltrechts sicherstellen."
204,204,Für geeignete Fälle kommt auch eine Übernahme des Raumordnungsverfahrens durch den Bund in Betracht.
205,205,"Beginnen werden wir mit Schienenprojekten aus dem Deutschlandtakt – dem Ausbau/Neubau der Bahnstrecken Hamm-Hannover-Berlin, Korridor Mittelrhein, Hanau-Würzburg/Fulda-Erfurt, München-Kiefersfelden-Grenze D/A, Karlsruhe-Basel, „Optimiertes Alpha E+“, Ostkorridor Süd, Nürnberg-Reichenbach/Grenze D-CZ, die Knoten Hamburg, Frankfurt, Köln, Mannheim und München – sowie mit für die Energiewende zentralen Hochspannungs- Gleichstrom-Übertragungsleitungen SüdLink, SüdOstLink und Ultranet."
206,206,Weitere Vorhaben werden hinzukommen.
207,207,"Wir werden eine engere Verzahnung zwischen Raumordnungsund Planfeststellungsverfahren ermöglichen, um Doppelprüfungen zu vermeiden."
208,208,"Wir wollen das Instrument der Plangenehmigung, insbesondere bei Unterhaltungs-, Sanierungs-, Erneuerungs-, Ersatzund Ergänzungsmaßnahmen im unmittelbaren räumlichen Zusammenhang mit existierenden Infrastrukturen innerhalb des europäischen Rechtsrahmens stärker nutzbar machen."
209,209,"Wir streben an, Sonderregeln für einzelne 13 Gebiete der Fachplanung in das allgemeine Verwaltungsverfahrensrecht zu überführen, soweit dies möglich und sinnvoll ist."
210,210,"Wir wollen den Planerhalt stärken, indem wir die Planerhaltungsnormen und Zielabweichungsverfahren ausweiten."
211,211,"Verwaltungsgerichtsverfahren werden wir beschleunigen durch einen „frühen ersten Termin“ sowie durch ein effizienteres einstweiliges Rechtsschutzverfahren, in dem Fehlerheilungen maßgeblich berücksichtigt werden und auf die Reversibilität von Maßnahmen abgestellt wird."
212,212,"Klägerinnen und Kläger, deren Rechtsbehelfe zur Fehlerbehebung beitragen, werden die Verfahren ohne Nachteil beenden können."
